quelle_strang,handle,url,plattform,nische_cluster,unter_nische,land_sprache,account_alter_oder_start,erstes_sichtbares_posting,start_datenqualitaet,follower_heute,follower_heute_datum,follower_heute_dq,follower_vor_30d,follower_vor_60d,follower_vor_90d,follower_vor_120d,follower_historie_quelle,follower_historie_dq,posts,posts_dq,posts_pro_woche,median_reel_views,median_dq,top_reel_url,top_reel_views,top_reel_datum,top5_reels,top_reels_dq,anzahl_reels_ueber_1m_bekannt,engagement_hinweis,ai_status,ai_beleg,ai_tools,klasse,emerging_outlier,affiliate_oder_monetarisierung_sichtbar,link_in_bio,quelle_urls,pruefdatum,notizen
M3,@studiotimfu,https://www.instagram.com/studiotimfu/,Instagram,AI Architecture,AI-Architekturpraxis Tim Fu,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden (Social Blade/HypeAuditor per Cloudflare gesperrt),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,Parametric Architecture 'Top 10 AI Design Pages to Follow on Instagram in 2025' (06.08.2025) beschreibt Account als AI-Design-Page,Midjourney,keine – Legacy/Kontext (Follower unbekannt),nein/unbekannt,UNKNOWN,UNKNOWN,https://www.instagram.com/studiotimfu/ | https://parametric-architecture.com/top-10-ai-design-pages-instagram-2025/,2026-09-26,"Follower/Posts nicht öffentlich abrufbar (IG-Login-Wall, keine Snippets). Personen-/Studio-Account, nicht faceless"
M3,@emunarq7,https://www.instagram.com/emunarq7/,Instagram,AI Architecture,Design-/Visualisierungsstudio mit KI,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden (Social Blade/HypeAuditor per Cloudflare gesperrt),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,Parametric Architecture 'Top 10 AI Design Pages to Follow on Instagram in 2025' (06.08.2025) beschreibt Account als AI-Design-Page,Rhino 3D + AI,keine – Legacy/Kontext (Follower unbekannt),nein/unbekannt,UNKNOWN,UNKNOWN,https://www.instagram.com/emunarq7/ | https://parametric-architecture.com/top-10-ai-design-pages-instagram-2025/,2026-09-26,"Follower/Posts nicht öffentlich abrufbar (IG-Login-Wall, keine Snippets). "
M3,@architecturee.ai,https://www.instagram.com/architecturee.ai/,Instagram,AI Architecture,tägliche AI-generierte Architektur,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden (Social Blade/HypeAuditor per Cloudflare gesperrt),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,Parametric Architecture 'Top 10 AI Design Pages to Follow on Instagram in 2025' (06.08.2025) beschreibt Account als AI-Design-Page,nicht genannt,keine – Legacy/Kontext (Follower unbekannt),nein/unbekannt,UNKNOWN,UNKNOWN,https://www.instagram.com/architecturee.ai/ | https://parametric-architecture.com/top-10-ai-design-pages-instagram-2025/,2026-09-26,"Follower/Posts nicht öffentlich abrufbar (IG-Login-Wall, keine Snippets). Theme-Page-Charakter; potenziell faceless"
M3,@matitectura,https://www.instagram.com/matitectura/,Instagram,AI Architecture,"Wiener Designer, AI-Raum-/Zeitkonzepte",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden (Social Blade/HypeAuditor per Cloudflare gesperrt),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,Parametric Architecture 'Top 10 AI Design Pages to Follow on Instagram in 2025' (06.08.2025) beschreibt Account als AI-Design-Page,Midjourney,keine – Legacy/Kontext (Follower unbekannt),nein/unbekannt,UNKNOWN,UNKNOWN,https://www.instagram.com/matitectura/ | https://parametric-architecture.com/top-10-ai-design-pages-instagram-2025/,2026-09-26,"Follower/Posts nicht öffentlich abrufbar (IG-Login-Wall, keine Snippets). "
M3,@ai.metaverse.cr,https://www.instagram.com/ai.metaverse.cr/,Instagram,AI Architecture,"AI-Architekturskizzen (AIMETA Studio, Rolando Cedeno)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden (Social Blade/HypeAuditor per Cloudflare gesperrt),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,Parametric Architecture 'Top 10 AI Design Pages to Follow on Instagram in 2025' (06.08.2025) beschreibt Account als AI-Design-Page,"Midjourney, Veo",keine – Legacy/Kontext (Follower unbekannt),nein/unbekannt,UNKNOWN,UNKNOWN,https://www.instagram.com/ai.metaverse.cr/ | https://parametric-architecture.com/top-10-ai-design-pages-instagram-2025/,2026-09-26,"Follower/Posts nicht öffentlich abrufbar (IG-Login-Wall, keine Snippets). Veo-Nennung = Video-Schwenk"
M3,@designmidjourney,https://www.instagram.com/designmidjourney/,Instagram,AI Architecture,Midjourney-Design-Showcase,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden (Social Blade/HypeAuditor per Cloudflare gesperrt),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,Name 'DesignMidjourney',Midjourney,keine (Daten fehlen/Legacy),nein/unbekannt,UNKNOWN,UNKNOWN,https://instagram.com/designmidjourney,2026-09-26,Nur Profil-URL im Suchindex; keine Kennzahlen.
M3,@thenothing.real,https://www.instagram.com/thenothing.real/,Instagram,AI Architecture,'Midjorney | AI creator' – surreale Architektur/Interior (Zuordnung unsicher),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden (Social Blade/HypeAuditor per Cloudflare gesperrt),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,Profilname 'Midjorney | AI creator',Midjourney,keine (Daten fehlen/Legacy),nein/unbekannt,UNKNOWN,UNKNOWN,https://www.instagram.com/thenothing.real/,2026-09-26,Cluster-Zuordnung aus Suchkontext (AI-Interior-Query); Inhalt nicht selbst geprüft.
M3,@midjourneyai,https://www.instagram.com/midjourneyai/,Instagram,AI Architecture,'Midjourney AI Designs in pastel shades' – Pastell-Architektur/Interior,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden (Social Blade/HypeAuditor per Cloudflare gesperrt),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,Profilname nennt Midjourney,Midjourney,keine (Daten fehlen/Legacy),nein/unbekannt,UNKNOWN,UNKNOWN,https://instagram.com/midjourneyai,2026-09-26,
M3,@mansions.ai,https://www.instagram.com/mansions.ai/,Instagram,AI Luxury,AI-Mansions/Gebäude (Midjourney),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,63,"Such-Snippet (WebSearch-Index), abgerufen 2026-09-26, Indexstand unbekannt",THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden (Social Blade/HypeAuditor per Cloudflare gesperrt),UNKNOWN,55,THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,Bio: 'epic mansions and buildings created by AI using Midjourney',Midjourney,keine,nein/unbekannt,UNKNOWN,UNKNOWN,https://www.instagram.com/mansions.ai/,2026-09-26,Mini-Account; Beispiel für Copycat-Sättigung im 'AI mansion'-Segment.
M3,@theaimansion,https://www.instagram.com/theaimansion/,Instagram,AI Luxury,AI-Mansion-Artworks,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,37,"Such-Snippet (WebSearch-Index), abgerufen 2026-09-26, Indexstand unbekannt",THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden (Social Blade/HypeAuditor per Cloudflare gesperrt),UNKNOWN,30,THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,Profil 'The Ai Mansion | Ai Artist',UNKNOWN,keine,nein/unbekannt,UNKNOWN,UNKNOWN,https://www.instagram.com/theaimansion/,2026-09-26,Mini-Account (Copycat).
M3,@house_designs_by_ai,https://www.instagram.com/house_designs_by_ai/,Instagram,AI Homes,tägliche AI-Hausdesigns,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,111,"Such-Snippet (WebSearch-Index), abgerufen 2026-09-26, Indexstand unbekannt",THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden (Social Blade/HypeAuditor per Cloudflare gesperrt),UNKNOWN,UNKNOWN,THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,"Profil 'House Design by AI', Bio 'daily AI-generated house design ideas'",UNKNOWN,keine,nein/unbekannt,UNKNOWN,UNKNOWN,https://www.instagram.com/house_designs_by_ai/,2026-09-26,Mini-Account.
M3,@trillionaireestates,https://www.instagram.com/trillionaireestates/,Instagram,AI Luxury,"Luxus-Architektur/Mansions/Interior, teils explizit AI-generiert",EN,UNKNOWN,UNKNOWN,UNKNOWN,"362K (IG, Snippet)","Such-Snippet (WebSearch-Index), abgerufen 2026-09-26, Indexstand unbekannt",THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden (Social Blade/HypeAuditor per Cloudflare gesperrt),UNKNOWN,"1,748",THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/trillionaireestates/reel/Czek4OzJB7H/,UNKNOWN,"ca. 11/2023 (Shortcode-Ära, ESTIMATED)",UNKNOWN,"THIRD-PARTY OBSERVED (URL/Titel), Views UNKNOWN",UNKNOWN,UNKNOWN,VERIFIED,"Reel-Captions: 'An AI generated interior designed for the winter season!' (Czek4OzJB7H), 'Generated using AI technology...' (C4axwbCO33U)",nicht genannt,keine – Legacy (Linktree seit 06/2022; TikTok-Account seit 2020-11-22),nein/unbekannt,"JA: Amazon-Storefront amazon.com/shop/trillionaireestates ('Earns revenue', 4 Posts/Idea Lists sichtbar); Linktree nur Social-Links",https://linktr.ee/trillionaireestates,https://www.instagram.com/trillionaireestates/reel/Czek4OzJB7H/ | https://www.instagram.com/trillionaireestates/p/C4axwbCO33U/ | https://linktr.ee/trillionaireestates | https://www.amazon.com/shop/trillionaireestates | https://www.tiktok.com/@trillionaireestates,2026-09-26,"TikTok-Zwilling @trillionaireestates: 105.699 Follower, 3,55 Mio Likes, 534 Videos (tiktok.com Public-Profil, 2026-09-26, VERIFIED); TikTok-Bio '200k?' deutet auf Wachstumsziel. Mischung AI + echte Immobilien -> AI-Anteil nicht vollständig."
M3,@homeaiapp,https://www.instagram.com/homeaiapp/,Instagram,AI Interior,AI-Interior-Inspiration (App-Marketing),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,590K,"Such-Snippet (WebSearch-Index), abgerufen 2026-09-26, Indexstand unbekannt",THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden (Social Blade/HypeAuditor per Cloudflare gesperrt),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,Bio: 'Interior design inspiration generated by AI',UNKNOWN,keine – App-Brand/Legacy,nein/unbekannt,App-Download (eigenes Produkt),UNKNOWN,https://www.instagram.com/homeaiapp/,2026-09-26,"App-Brand-Account, kein Creator; Kontext für Nachfrage nach AI-Interior."
M3,@arch.interior.ai,https://www.instagram.com/arch.interior.ai/,Instagram,AI Interior,AI-Home-Design-App (Interior redesign),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,184K,"Such-Snippet (WebSearch-Index), abgerufen 2026-09-26, Indexstand unbekannt",THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden (Social Blade/HypeAuditor per Cloudflare gesperrt),UNKNOWN,428,THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,Profil 'Arch - AI Home Design',UNKNOWN,keine – App-Brand,nein/unbekannt,App (eigenes Produkt),UNKNOWN,https://www.instagram.com/arch.interior.ai/,2026-09-26,
M3,@intelligent.designer.ai,https://www.instagram.com/intelligent.designer.ai/,Instagram,AI Interior,"Midjourney-Workflows für Interior Designer (Educator, mit Gesicht)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,216K,"Such-Snippet (WebSearch-Index), abgerufen 2026-09-26, Indexstand unbekannt",THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden (Social Blade/HypeAuditor per Cloudflare gesperrt),UNKNOWN,765,THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,Reels: 'Midjourney AI has become an essential part of my process',Midjourney,keine – Educator/Legacy,nein/unbekannt,JA: Lead-Magnet 'comment INFO' -> kostenlose AI-Info-Session (Kurs-Funnel),UNKNOWN,https://www.instagram.com/intelligent.designer.ai/reel/C7VJvdZJJch/ | https://www.instagram.com/intelligent.designer.ai/reel/DCRadsYyqAf/,2026-09-26,"Stacy Thorwart; nicht faceless, zählt nur als Kontext für Monetarisierung per Kurs."
M3,@reroom_ai,https://www.instagram.com/reroom_ai/,Instagram,AI Interior,AI-Room-Redesign-App,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,90K,"Such-Snippet (WebSearch-Index), abgerufen 2026-09-26, Indexstand unbekannt",THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden (Social Blade/HypeAuditor per Cloudflare gesperrt),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,Bio: 'redesign rooms in seconds with AI',UNKNOWN,keine – App-Brand,nein/unbekannt,App,UNKNOWN,https://www.instagram.com/reroom_ai/,2026-09-26,
M3,@ai.remodel.app,https://www.instagram.com/ai.remodel.app/,Instagram,AI Interior,AI-Remodel-App,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"8,381","Such-Snippet (WebSearch-Index), abgerufen 2026-09-26, Indexstand unbekannt",THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden (Social Blade/HypeAuditor per Cloudflare gesperrt),UNKNOWN,24,THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,Profil 'AI Remodel - Your Home Design',UNKNOWN,keine,nein/unbekannt,App,UNKNOWN,https://www.instagram.com/ai.remodel.app/,2026-09-26,
M3,@renovateai.app,https://www.instagram.com/renovateai.app/,Instagram,AI Interior,AI-Home-Remodel-Visualisierungs-App,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"4,439","Such-Snippet (WebSearch-Index), abgerufen 2026-09-26, Indexstand unbekannt",THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden (Social Blade/HypeAuditor per Cloudflare gesperrt),UNKNOWN,173,THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,Bio: 'The #1 AI Home Remodel and Design Visualization App',UNKNOWN,keine,nein/unbekannt,App,UNKNOWN,https://www.instagram.com/renovateai.app/,2026-09-26,
M3,@roomdecoai,https://www.instagram.com/roomdecoai/,Instagram,AI Interior,AI-Interior-Reimagine-App,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,195,"Such-Snippet (WebSearch-Index), abgerufen 2026-09-26, Indexstand unbekannt",THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden (Social Blade/HypeAuditor per Cloudflare gesperrt),UNKNOWN,156,THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,Bio: 'Reimagine your interior with AI in seconds!',UNKNOWN,keine,nein/unbekannt,App,UNKNOWN,https://www.instagram.com/roomdecoai/,2026-09-26,
M3,@airoomstyles,https://www.instagram.com/airoomstyles/,Instagram,AI Interior,AI-Raumstile-App,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,434,"Such-Snippet (WebSearch-Index), abgerufen 2026-09-26, Indexstand unbekannt",THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden (Social Blade/HypeAuditor per Cloudflare gesperrt),UNKNOWN,166,THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,Bio: Design-Erstellung mit AI,UNKNOWN,keine,nein/unbekannt,App,UNKNOWN,https://www.instagram.com/airoomstyles/,2026-09-26,
M3,@not_your_basic_build,https://www.instagram.com/not_your_basic_build/,Instagram,AI Homes / House Build Timelapse,"AI-Timelapse-Builds: Cliffside-Häuser, Underground-Villen, Tier-Pools",EN/DE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden (Social Blade/HypeAuditor per Cloudflare gesperrt),UNKNOWN,74 (Snippet alici.ai),THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,"Profilname 'Vukovic | AI Builds'; Creator-Website vukovic.ink: 'first in the AI Timelapse Building niche', verkauft AI-Timelapse-Guides",nicht genannt (Guide spricht generisch von AI-Generatoren),Kandidat C/D (Posts <100 belegt; IG-Follower UNKNOWN),nein/unbekannt,"JA: eigene Info-Produkte – Starter Guide 9,99 €, Pro Max Guide 24,99 €, Mentoring 199,99 € (vukovic.ink); '1K+ guides sold' SELF-REPORTED",https://vukovic.ink,https://www.instagram.com/not_your_basic_build/?hl=en | https://vukovic.ink/ | https://alici.ai/formulas/creators/not-your-basic-build (Snippet) | https://www.tiktok.com/@vukovic_vlad,2026-09-26,"Selbe Person wie YouTube 'Bau Rausch' (DE) und TikTok @vukovic_vlad (1,47 Mio Follower). Cross-Plattform-Claim '4M+ followers, 1B+ views' SELF-REPORTED."
M3,@rescapeai,https://www.instagram.com/rescapeai/,Instagram,AI Garden / Backyard,AI-Gartendesign-App,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,123,"Such-Snippet (WebSearch-Index), abgerufen 2026-09-26, Indexstand unbekannt",THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden (Social Blade/HypeAuditor per Cloudflare gesperrt),UNKNOWN,14,THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,"Profil 'Rescape AI Garden Design', Preis ab 7,49 $",UNKNOWN,keine,nein/unbekannt,"App-Abo ab 7,49 $",UNKNOWN,https://www.instagram.com/rescapeai/,2026-09-26,Garden/Backyard-Nische auf IG kaum mit AI-Creator-Accounts besetzt (nur Apps/Real-DIY gefunden).
M3,@cartuner.ai,https://www.instagram.com/cartuner.ai/,Instagram,AI Cars,'World Wide Car Design by ai' – AI-Tuning/Concept-Renderings,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,47K,"Such-Snippet (WebSearch-Index), abgerufen 2026-09-26, Indexstand unbekannt",THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden (Social Blade/HypeAuditor per Cloudflare gesperrt),UNKNOWN,"5,686",THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,Profilname 'World Wide Car Design by ai',UNKNOWN,keine – Volumen-Legacy,nein/unbekannt,UNKNOWN,UNKNOWN,https://www.instagram.com/cartuner.ai/,2026-09-26,
M3,@automotive.ai,https://www.instagram.com/automotive.ai/,Instagram,AI Cars,'automotive designs from a parallel universe' (AI-Concept-Cars),ES-UI-Snippet,UNKNOWN,UNKNOWN,UNKNOWN,17K,"Such-Snippet (WebSearch-Index), abgerufen 2026-09-26, Indexstand unbekannt",THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden (Social Blade/HypeAuditor per Cloudflare gesperrt),UNKNOWN,378,THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,Bio: Designs 'brought by artificial intelligence',UNKNOWN,keine,nein/unbekannt,UNKNOWN,UNKNOWN,https://www.instagram.com/automotive.ai/,2026-09-26,
M3,@carart_ai,https://www.instagram.com/carart_ai/,Instagram,AI Cars,"AI Generated Car Art, täglich",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"1,421","Such-Snippet (WebSearch-Index), abgerufen 2026-09-26, Indexstand unbekannt",THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden (Social Blade/HypeAuditor per Cloudflare gesperrt),UNKNOWN,101,THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,Bio: 'AI Generated Car Art',UNKNOWN,keine,nein/unbekannt,UNKNOWN,UNKNOWN,https://www.instagram.com/carart_ai/,2026-09-26,
M3,@ai.super.cars,https://www.instagram.com/ai.super.cars/,Instagram,AI Cars,AI-Supercars,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden (Social Blade/HypeAuditor per Cloudflare gesperrt),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,Profilname 'AI Super Cars',UNKNOWN,keine (Daten fehlen/Legacy),nein/unbekannt,UNKNOWN,UNKNOWN,https://www.instagram.com/ai.super.cars/,2026-09-26,Nur Profil-URL im Index.
M3,@ai.shoe.factory,https://www.instagram.com/ai.shoe.factory/,Instagram,AI Sneaker-/Product-Design,AI-Footwear-Konzepte,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,56K,"Such-Snippet (WebSearch-Index), abgerufen 2026-09-26, Indexstand unbekannt",THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden (Social Blade/HypeAuditor per Cloudflare gesperrt),UNKNOWN,340,THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,Bio: 'designing footwear using the power of artificial intelligence',UNKNOWN,keine,nein/unbekannt,UNKNOWN,UNKNOWN,https://www.instagram.com/ai.shoe.factory/,2026-09-26,
M3,@artificial.sneakers,https://www.instagram.com/artificial.sneakers/,Instagram,AI Sneaker-/Product-Design,digitale AI-Sneaker-Konzepte (Bobby),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,19K,"Such-Snippet (WebSearch-Index), abgerufen 2026-09-26, Indexstand unbekannt",THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden (Social Blade/HypeAuditor per Cloudflare gesperrt),UNKNOWN,438,THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,Profil 'AI Sneakers by Bobby',UNKNOWN,keine,nein/unbekannt,UNKNOWN,UNKNOWN,https://www.instagram.com/artificial.sneakers/,2026-09-26,
