shortcode,url,handle,posted_at_utc,age_days,views,views_text,status_views,followers,followers_source,status_followers,vpf,tier,likes,comments,likes_per_view,comments_per_view,topic_index,topic_pct,topics,topic_groups,primary_group,location_any,status_codes,n_topics,post_year,post_hour_utc,post_weekday,meta_status,visual_status,media_type,followers_text,followers_at_fetch,posts_at_fetch,caption_len,caption_hashtags,caption_has_question,caption_emojis,caption_mentions,caption_link_hint,caption_comment_cta,caption_full,coder,room_primary,building_type,landscape,style_primary,style_secondary,palette_temp,brightness,lighting,view_through_window,people_present,cover_text,realism,production,production_evidence,shoppability,visual_quality,notable,caption_hook_category,caption_first_line,cta_type,location_claimed,price_claimed,ai_disclosed,account_kind_hint,language,rooms_visible,dominant_colors,materials,ambience_fx,cover_hooks,comments_per_like,views_per_day,adj_resid,adj_factor,location,location_from_topic,caption_len_bucket,hashtag_bucket,follower_bucket
DYhtyjVCcHB,https://www.instagram.com/reel/DYhtyjVCcHB/,thecozykansan,2026-05-19T16:23:13.027000+00:00,128,1100000.0,1.1M,"VERIFIED (public topic page, rounded)",142000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",7.746478873239437,4_VIRAL,167612.0,441.0,0.15237454545454546,0.00040090909090909093,0.3188405797101449,0.16666666666666666,rainy-day,cozy_ambience,cozy_ambience,,ESTIMATED (AI-assisted coding of cover frame + caption),1,2026,16,Tue,ok,ok,reel,142K followers,142000.0,645.0,775,5,True,6,0,False,False,"""Pluviophile: a person who enjoys rain and rainy days, and who is fascinated by the sights, sounds, etc., of rain."" 🌧️  Sunny weather is okay, but there's just something about rainy days that fills my soul. 🌧️ Even overcast/gloomy days make me happier than sunny ones! It's like everything has a filter to make things softer—there's less bright light, constant white noise, and even the smell is amazing…it all helps you to slow down and enjoy the little things. 🥰  Thankful to have found so many others who love the rain like I do here! 🥲🌧️ Anyone have some really good storms recently?!  #pluviophile #rainydays☔️ #rainyweather #rainymood #cozyliving cozy home, cozy home shots, rainy day vibes, rainy aesthetic, gloomy weather, moody weather, spring aesthetic, summer mood",cover-v2-embed,other,house,rain_window,rustic_cozy,,neutral,dark,overcast_rain,True,False,comfort in rain,real_existing,real_footage,phone-camera footage of a real home window with noise and dim exposure; neighbouring house and fence visible outside,low,medium,"Dim room corner with a sheer curtain and warm fairy lights framing an open sash window onto rain-soaked green trees, captioned 'comfort in rain'.",descriptive,"""Pluviophile: a person who enjoys rain and rainy days, and who is fascinated by the sights, sounds, etc., of rain."" 🌧️",question_engagement,,,False,lifestyle_influencer,en,,black;green;brown;orange,wood;glass;fabric,rain,text_overlay,0.002631076533899721,8593.75,-0.7281552196940424,0.187001366577477,,,401-1000,4-10,100k-500k
C900ZcHSaxi,https://www.instagram.com/reel/C900ZcHSaxi/,mhlandco,2024-07-25T00:18:53.031000+00:00,791,1100000.0,1.1M,"VERIFIED (public topic page, rounded)",150000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",7.333333333333333,4_VIRAL,20450.0,145.0,0.018590909090909092,0.0001318181818181818,1.8136850783182192,0.75,backyard-design,garden_outdoor,garden_outdoor,Other,ESTIMATED (AI-assisted coding of cover frame + caption),1,2024,0,Thu,ok,ok,reel,150K followers,150000.0,405.0,297,19,True,0,0,False,False,Can you match my freak? #landscapedesign #landscapearchitecture #backyardgarden #backyarddesign #backyardgoals #outdoorliving #homedecor #modernhome #modernhomedesign #modernbackyard #backyardideas #landscapeideas #modernfarmhouse #modernoutdoors #diy #diyprojects #diybackyard #roseville #rocklin,cover-v2-embed,terrace_outdoor,house,none,minimalist,,cool,bright,daylight,False,False,,real_existing,real_footage,"real suburban backyard with neighbouring tract houses, phone-camera look, wet spot on concrete",medium,high,"Framed from under the covered patio, large concrete pavers set in grey river pebbles lead to a lit gas fire pit, seat wall and black steel pergola.",question,Can you match my freak? #landscapedesign #landscapearchitecture #backyardgarden #backyarddesign #backyardgoals #outdoorl,question_engagement,Roseville / Rocklin (hashtags),,False,contractor_trade,en,terrace_outdoor;garden_landscape,grey;blue;brown;white,concrete;natural_stone;metal;wood;plants;fire,none,none,0.0070904645476772615,1390.6447534766119,0.2034303226870138,1.5974612151078493,Other,,151-400,11-20,100k-500k
C9286PlA0eD,https://www.instagram.com/reel/C9286PlA0eD/,katie.fischer,2024-07-25T20:11:44.931000+00:00,791,1100000.0,1.1M,"VERIFIED (public topic page, rounded)",555000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",1.981981981981982,2_GOOD,49353.0,242.0,0.044866363636363635,0.00022,0.7857142857142857,0.5,home-decor-ideas,decor_commerce,decor_commerce,,ESTIMATED (AI-assisted coding of cover frame + caption),1,2024,20,Thu,ok,ok,reel,555K followers,555000.0,944.0,411,14,True,2,0,False,False,"Good night ✨  Searching for ideas on how to make your home feel more organic and snug? Follow & save for all the inspo you need! 🤍  Many items featured in my home are from my personal collection, available at katiefischer.de  #livingroom #summervibes #wohnzimmer #diningroom #livingroomdecor #livingroomideas #cozyhome #wabisabi #neutralhome #girltherapy #homedecor #interiorstyling #interiordecor #katiefischer",cover-v2-embed,living_room,none_visible,none,organic_modern,neoclassical,warm,medium,night_artificial,False,False,,real_existing,real_footage,"real evening phone footage, lamp and candle glow, reflections on wood floor",high,high,"Evening view through an arched opening into a candlelit living room with boucle swivel chairs, petal chandelier and olive tree, a cozy framed reveal.",descriptive,Good night ✨,follow,,,False,lifestyle_influencer,en,living_room;dining,cream;white;brown;beige,wood;fabric;glass;plants;metal,none,door_or_threshold,0.004903450651429497,1390.6447534766119,-0.5641406674381487,0.2728094013459534,,,401-1000,11-20,500k-1M
DWKS9Gpk3j-,https://www.instagram.com/reel/DWKS9Gpk3j-/,tessshanahan,2026-03-21T21:03:24.460000+00:00,187,1100000.0,1.1M,"VERIFIED (public topic page, rounded)",211000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",5.213270142180095,4_VIRAL,87340.0,268.0,0.0794,0.00024363636363636362,1.5536723163841808,0.6666666666666666,dream-closet,luxury_room,luxury_room,,ESTIMATED (AI-assisted coding of cover frame + caption),1,2026,21,Sat,ok,ok,reel,211K followers,211000.0,2499.0,91,4,False,0,0,False,False,my dream wardrobe (& shaun's too tbh!) #dreamwardrobe #walkincloset #closettour #homedesign,cover-v2-embed,closet,none_visible,none,modern_luxury,minimalist,warm,medium,night_artificial,False,True,my dream wardrobe tour ✨👜,real_existing,real_footage,real phone mirror-selfie footage of the creator in a walk-in closet,high,high,Creator mirror-selfie in a sleek glass-fronted walk-in closet under a 'dream wardrobe tour' overlay: personality plus aspirational storage.,aspirational,my dream wardrobe (& shaun's too tbh!) #dreamwardrobe #walkincloset #closettour #homedesign,none,,,False,lifestyle_influencer,en,closet,beige;grey;white;brown,glass;wood;fabric;metal,none,text_overlay;person,0.0030684680558735974,5882.35294117647,0.4644242538088843,2.9135619301430515,,,51-150,4-10,100k-500k
DBXQGA2RChL,https://www.instagram.com/reel/DBXQGA2RChL/,king.famvlogs,2024-10-20T22:49:15.589000+00:00,704,1100000.0,1.1M,"VERIFIED (public topic page, rounded)",34000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",32.35294117647059,5_EXTREME_OUTLIER,50871.0,94.0,0.046246363636363634,8.545454545454545e-05,4.066543438077634,0.8333333333333334,glamping-ideas,hotel_resort,hotel_resort,,ESTIMATED (AI-assisted coding of cover frame + caption),1,2024,22,Sun,ok,ok,reel,34K followers,34000.0,480.0,330,24,True,2,0,False,False,"Camping Vibes 🏕️  If you haven't watched the full Vlog yet, check it out ➡️ https://youtu.be/kiVysRVEoBc?si=n0lZY8LnB6WvdfXb  #camping #music #camp #camper #vlog #kingfamvlogs #coodyph #campcafeph #glamping #setup #aesthetics #colors #helvetika #shorts #reels #nature #outdoors #adventure #clip #moment #couple #family #fun #hobby",cover-v2-embed,bedroom,unusual_structure,none,rustic_cozy,,warm,medium,daylight,False,False,,real_existing,real_footage,"real footage inside an inflatable glamping tent with branded gear (Naturehike bolster, power station)",high,medium,"Spacious glamping tent furnished like a bedroom-lounge with identifiable camping gear, a cozy setup reveal.",descriptive,Camping Vibes 🏕️,link_in_bio,,,False,lifestyle_influencer,en,bedroom;living_room,green;beige;black;white,fabric;wood;metal,none,bed_focus,0.0018478111301134241,1562.5,0.7528711217440884,5.660712806748216,,,151-400,21+,10k-100k
CxEL9lYv1Dw,https://www.instagram.com/reel/CxEL9lYv1Dw/,nataliedoef,2023-09-11T20:45:16.810000+00:00,1109,1100000.0,1.1M,"VERIFIED (public topic page, rounded)",372000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",2.956989247311828,3_VERY_GOOD,137113.0,161.0,0.12464818181818182,0.00014636363636363637,2.5641025641025643,0.6666666666666666,cozy-bedroom-ideas,cozy_ambience,cozy_ambience,,ESTIMATED (AI-assisted coding of cover frame + caption),1,2023,20,Mon,ok,ok,reel,372K followers,372000.0,652.0,222,4,True,3,0,False,False,Happy Monday!! Who else is holding onto these last days of Summer??? ✨🍃🌸  . . . . bedroom inspo interior design #bedroomdecor #livingroomdecor home decor #homedecor plants houseplants #houseplants summer fall boho bohemian,cover-v2-embed,bedroom,none_visible,none,biophilic,rustic_cozy,warm,medium,golden_hour,False,False,,real_existing,real_footage,"real camera footage of a lived-in bedroom with natural golden sunlight, rumpled bedding and real houseplants",high,high,"Sun-drenched boho bedroom with rattan headboard and arched mirror, trailing pothos and rumpled linen bedding in golden-hour light.",question,Happy Monday!! Who else is holding onto these last days of Summer??? ✨🍃🌸,question_engagement,,,False,lifestyle_influencer,en,bedroom,beige;white;brown;green,rattan;wood;fabric;plants;glass,none,bed_focus,0.0011742139694996098,991.8845807033364,0.30246436638430096,2.0066164415237164,,,151-400,4-10,100k-500k
CmCQVtaJKpy,https://www.instagram.com/reel/CmCQVtaJKpy/,hotpink_interiors,2022-12-11T16:59:42.605000+00:00,1383,1100000.0,1.1M,"VERIFIED (public topic page, rounded)",714000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",1.5406162464985995,2_GOOD,86286.0,280.0,0.07844181818181818,0.00025454545454545456,1.4012738853503184,0.5833333333333334,dream-bedroom-decor-ideas,luxury_room,luxury_room,,ESTIMATED (AI-assisted coding of cover frame + caption),1,2022,16,Sun,ok,ok,reel,714K followers,714000.0,3786.0,235,8,False,8,1,False,False,"Happy Sunday my lovely friends 💗 Sharing Hayley's gorgeous bedroom ✨❄️💗✨❄️💗✨ @thegrey_house_sparkles  . , . . . . . . . #bedroomdecor #bedroominspiration #glambedroom #glamdecor #glamstyle #glamstyledecor #bedroomstyling #masterbedroom",cover-v2-embed,bedroom,none_visible,none,glam_feminine,,neutral,bright,mixed,False,False,,real_existing,real_footage,"real phone footage of a private home (credited owner), natural camera look",high,medium,"Door swings open onto a white-and-pink glam bedroom with floating shelves, vanity desk, tufted grey headboard and a pink-white Christmas tree.",descriptive,Happy Sunday my lovely friends 💗,none,,,False,theme_page,en,bedroom,white;pink;grey;gold,fabric;glass,none,door_or_threshold;bed_focus,0.0032450223674756044,795.3723788864787,-0.26059890951626347,0.5487835572477016,,,151-400,4-10,500k-1M
DQN5QNBknDf,https://www.instagram.com/reel/DQN5QNBknDf/,firstlivinghomejaipur,2025-10-25T03:27:25.276000+00:00,334,1100000.0,1.1M,"VERIFIED (public topic page, rounded)",12000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",91.66666666666667,5_EXTREME_OUTLIER,13674.0,35.0,0.012430909090909091,3.181818181818182e-05,4.356435643564357,0.8333333333333334,luxury-apartment-interior-design-ideas-2026,luxury_home,luxury_home,,ESTIMATED (AI-assisted coding of cover frame + caption),1,2025,3,Sat,ok,ok,reel,12K followers,12000.0,625.0,378,27,False,2,0,False,False,"Luxury Living Design 💫✨ . . . #realestate #newhome #work #realtor #transition #styleathome #hometohave #interior #firstlivinghomejaipur #foryourpage #fun #calgary #explorepage #fyp #explore #funny #sharpie #move #selling #buying #buyingahome #house #home #invest #investing #letsgo #newbuildhomes  New home, new home builder, listing, trend, trending, real estate, home builders",cover-v2-embed,living_room,none_visible,none,modern_luxury,,warm,bright,night_artificial,False,False,FIRST LIVING HOME,real_existing,real_footage,"handheld phone footage, dining chairs still wrapped in plastic, real ceiling fan and switchboard",medium,medium,Freshly finished flat with glowing yellow cove-lit false ceiling leading into a dining area.,aspirational,Luxury Living Design 💫✨,none,,,False,real_estate,en,living_room;dining,white;grey;gold;blue,glass;fabric;metal;wood;plants,none,none,0.0025596021646921165,3293.4131736526947,1.1482904034305395,14.069880324479572,,,151-400,21+,10k-100k
Daz_k89ODLi,https://www.instagram.com/reel/Daz_k89ODLi/,spotlistfr,2026-07-15T11:47:45.875000+00:00,71,1100000.0,1.1M,"VERIFIED (public topic page, rounded)",1000000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",1.1,2_GOOD,19242.0,127.0,0.017492727272727274,0.00011545454545454546,1.0476190476190477,0.5833333333333334,chalet,location,location,Lake Como/Italy,ESTIMATED (AI-assisted coding of cover frame + caption),1,2026,11,Wed,ok,ok,reel,1M followers,1000000.0,1166.0,576,0,True,5,1,False,False,"Une piscine naturelle de 25 mètres dans les Alpes 🍃🇮🇹  Bienvenue à l'Hôtel Chalet Mirabell, une petite merveille située au cœur du Tyrol du Sud, près de Merano. Cet hôtel dédié au bien-être profite d'un spa de 6000m2 avec piscine intérieure et extérieure chauffée, des chambres modernes avec vue sur les sommets des Alpes et une gastronomique typique de la région 🍝  ✈️ COMMENT RÉSERVER ? Cette pépite est disponible sur notre site ! Pour y accéder, cIiquez simplement sur le Iien situé sur notre profil, puis sur la vignette qui correspond à cette vidéo 🤍 . 📸 @chaletmirabell",cover-v2-embed,pool,hotel_resort,mountain,biophilic,,cool,bright,daylight,False,True,"Quand je dis que je veux partir à la montagne cet été, voilà de quoi je parle :",real_existing,real_footage,"Phone footage of a real hotel: natural sunlight, real water refraction, partial guest lying on a lounger at frame edge",low,high,"Crystal-clear natural swimming pond with daybeds and lawn opening onto an Alpine valley panorama, plus a relatable 'this is what I mean' text hook.",location,Une piscine naturelle de 25 mètres dans les Alpes 🍃🇮🇹,link_in_bio,"Hôtel Chalet Mirabell, Tyrol du Sud, près de Merano (Alpes, Italy)",,False,theme_page,fr,pool;garden_landscape;terrace_outdoor,blue;green;black;white,water;plants;natural_stone;wood;fabric,none,text_overlay;pool;view_reveal;water_feature,0.006600145515019229,15492.957746478873,-0.31896733683530115,0.4797695306100175,Lake Como/Italy,Other,401-1000,0,500k-1M
C__GsibSv6K,https://www.instagram.com/reel/C__GsibSv6K/,nostalgicraindrops,2024-09-16T17:13:58.287000+00:00,738,1100000.0,1.1M,"VERIFIED (public topic page, rounded)",713000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",1.5427769985974755,2_GOOD,72898.0,167.0,0.06627090909090909,0.0001518181818181818,1.9590382902938557,0.6666666666666666,rain-cozy,cozy_ambience,cozy_ambience,,ESTIMATED (AI-assisted coding of cover frame + caption),1,2024,17,Mon,ok,ok,reel,713K followers,713000.0,151.0,533,8,False,11,0,False,False,"Save the Rain Sleep Playlist in my bio! 😴💤  This is the most magical and coziest room I have ever created. 💫☔️🛋️💤 Comment your thoughts below!  If you like this content, I'm sure you'll love the rain sounds for sleeping Spotify link in my bio! Make sure to save it 😉 I hope it helps you sleep and relax better 💤☔️  If you'd like longer videos of my content, subscribe to my YouTube channel now! Link on my stories!  Created with VFX & AI 🫧  #rain #stormyweather #cabin #woods #rainsoundsforsleeping #cozylibrary #cozy #rainyweather☔️",cover-v2-embed,bedroom,none_visible,rain_window,rustic_cozy,biophilic,cool,dark,overcast_rain,True,False,,stylized_dreamy,ai_generated,caption says 'Created with VFX & AI'; dreamy AI-image look,low,high,"Very dark, moody bedroom with a rumpled grey duvet in the foreground and tall black-framed windows showing heavy rain falling in a misty pine forest, ferns on the sill.",promotional,Save the Rain Sleep Playlist in my bio! 😴💤,link_in_bio,,,True,ai_creator,en,bedroom,black;dark green;grey,glass;fabric;plants;wood,rain,bed_focus;view_reveal,0.0022908721775631706,1490.5149051490514,0.2878399750829441,1.9401708491965561,,,401-1000,4-10,500k-1M
DPqrfxdkzVH,https://www.instagram.com/reel/DPqrfxdkzVH/,wayanad_rooms,2025-10-11T11:13:47.668000+00:00,348,1100000.0,1.1M,"VERIFIED (public topic page, rounded)",92000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",11.956521739130435,4_VIRAL,9560.0,520.0,0.008690909090909091,0.0004727272727272727,6.606606606606607,0.9166666666666666,villa-with-pool,pool,pool,Other,ESTIMATED (AI-assisted coding of cover frame + caption),1,2025,11,Sat,ok,ok,reel,92K followers,92000.0,315.0,46,0,False,0,1,False,False,4 BEDROOM POOL VILLA @wayanad_rooms 9946326222,cover-v2-embed,exterior_facade,villa,jungle_tropical,traditional_regional,tropical,neutral,medium,overcast_rain,False,False,"4 BEDROOM POOL VILLA
9946326222
4 BEDROOM
AC ROOM
PRIVATE POOL
BREAKFAST
MUSIC
BBQ AREA
CAMPFIRE AREA
1199/-
Minimum 4share",real_existing,real_footage,real phone footage of laterite-brick cottages under an overcast sky with natural lawn and plants,low,medium,Budget-stay ad: laterite-brick gabled cottages on a lawn with an amenity list and a 1199/- per-head price overlaid on the cover.,promotional,4 BEDROOM POOL VILLA,dm,Wayanad (via @wayanad_rooms),1199/- (Minimum 4share),False,other,en,exterior_facade;garden_landscape,green;terracotta;grey;white,natural_stone;wood;plants,none,text_overlay;exterior_reveal,0.05439330543933055,3160.919540229885,0.6450836191944808,4.416554756498663,Other,,1-50,0,10k-100k
